pais,escenario,idoneidad
Colombia,Pesimista,0.0019381006713956594
Colombia,Actual,0.10972064733505249
Colombia,Optimista,0.002160848816856742
Colombia,Pesimista,0.001840763259679079
Colombia,Actual,0.09432654082775116
Colombia,Optimista,0.0017541141714900732
Colombia,Pesimista,0.0015094963600859046
Colombia,Actual,0.09489119797945023
Colombia,Optimista,0.0016891967970877886
Colombia,Pesimista,0.0014697349397465587
Colombia,Actual,0.09572269767522812
Colombia,Optimista,0.0016398567240685225
Colombia,Pesimista,0.0014437868958339095
Colombia,Actual,0.08851591497659683
Colombia,Optimista,0.0014527877792716026
Colombia,Pesimista,0.0012945273192599416
Colombia,Actual,0.090183325111866
Colombia,Optimista,0.0014245064230635762
Colombia,Pesimista,0.001284891739487648
Colombia,Actual,0.08278398960828781
Colombia,Optimista,0.0012521757744252682
Colombia,Pesimista,0.0011434948537498713
Colombia,Actual,0.08327730745077133
Colombia,Optimista,0.0012110446114093065
Colombia,Pesimista,0.001119891763664782
Colombia,Actual,0.08458718657493591
Colombia,Optimista,0.0011969890911132097
Colombia,Pesimista,0.0011214448604732752
Colombia,Actual,0.0939861312508583
Colombia,Optimista,0.0013151515740901232
Colombia,Pesimista,0.001248849555850029
Colombia,Actual,0.08737914264202118
Colombia,Optimista,0.0011987476609647274
Colombia,Pesimista,0.0011537633836269379
Colombia,Actual,0.09602253884077072
Colombia,Optimista,0.001302056247368455
Colombia,Pesimista,0.001270237728022039
Colombia,Actual,0.0924374908208847
Colombia,Optimista,0.0012308087898418307
Colombia,Pesimista,0.0012170859845355153
Colombia,Actual,0.09920553863048553
Colombia,Optimista,0.001304263831116259
Colombia,Pesimista,0.0013073215959593654
Colombia,Actual,0.09800658375024796
Colombia,Optimista,0.0012744085397571325
Colombia,Pesimista,0.0012949079973623157
Colombia,Actual,0.09434416890144348
Colombia,Optimista,0.0012190851848572493
Colombia,Pesimista,0.0012556926812976599
Colombia,Actual,0.1030261442065239
Colombia,Optimista,0.0013317973352968693
Colombia,Pesimista,0.0013905535452067852
Colombia,Actual,0.10206230729818344
Colombia,Optimista,0.0013130893930792809
Colombia,Pesimista,0.0013897210592404008
Colombia,Actual,0.11074480414390564
Colombia,Optimista,0.0014255560236051679
Colombia,Pesimista,0.001529259723611176
Colombia,Actual,0.10844869166612625
Colombia,Optimista,0.0013885218650102615
Colombia,Pesimista,0.0015097252326086164
Colombia,Actual,0.1276855766773224
Colombia,Optimista,0.0016496204771101475
Colombia,Pesimista,0.0018138698069378734
Colombia,Actual,0.12942513823509216
Colombia,Optimista,0.0016754553653299809
Colombia,Pesimista,0.0018589745741337538
Colombia,Actual,0.14586617052555084
Colombia,Optimista,0.0019077896140515804
Colombia,Pesimista,0.002135827671736479
Colombia,Actual,0.1624242663383484
Colombia,Optimista,0.002146842423826456
Colombia,Pesimista,0.0024250035639852285
Colombia,Actual,0.17873015999794006
Colombia,Optimista,0.0023875017650425434
Colombia,Pesimista,0.002720908960327506
Colombia,Actual,0.18795274198055267
Colombia,Optimista,0.002527352888137102
Colombia,Pesimista,0.0029058922082185745
Colombia,Actual,0.23223014175891876
Colombia,Optimista,0.0032089052256196737
Colombia,Pesimista,0.0037056414876133204
Colombia,Actual,0.2765251398086548
Colombia,Optimista,0.003929059021174908
Colombia,Pesimista,0.004537020344287157
Colombia,Actual,0.40315380692481995
Colombia,Optimista,0.006257237400859594
Colombia,Pesimista,0.007224140223115683
Colombia,Actual,0.05239233747124672
Colombia,Optimista,0.0025634211488068104
Colombia,Pesimista,0.001660912181250751
Colombia,Actual,0.06491216272115707
Colombia,Optimista,0.0031883902847766876
Colombia,Pesimista,0.0020701929461210966
Colombia,Actual,0.08458732068538666
Colombia,Optimista,0.00418660556897521
Colombia,Pesimista,0.002724212361499667
Colombia,Actual,0.09583330899477005
Colombia,Optimista,0.00474312249571085
Colombia,Pesimista,0.003093381179496646
Colombia,Actual,0.09850692003965378
Colombia,Optimista,0.004837207030504942
Colombia,Pesimista,0.0031623253598809242
Colombia,Actual,0.11466383934020996
Colombia,Optimista,0.005625991616398096
Colombia,Pesimista,0.003687308868393302
Colombia,Actual,0.12443459779024124
Colombia,Optimista,0.006080393213778734
Colombia,Pesimista,0.003995018545538187
Colombia,Actual,0.12761551141738892
Colombia,Optimista,0.00618865666911006
Colombia,Pesimista,0.004076036158949137
Colombia,Actual,0.13745252788066864
Colombia,Optimista,0.006638951599597931
Colombia,Pesimista,0.0043835388496518135
Colombia,Actual,0.1534983515739441
Colombia,Optimista,0.007356030400842428
Colombia,Pesimista,0.0048697516322135925
Colombia,Actual,0.16129690408706665
Colombia,Optimista,0.007579958997666836
Colombia,Pesimista,0.00503129418939352
Colombia,Actual,0.17789287865161896
Colombia,Optimista,0.008238224312663078
Colombia,Pesimista,0.005483377259224653
Colombia,Actual,0.1976698935031891
Colombia,Optimista,0.009038402698934078
Colombia,Pesimista,0.006033075507730246
Colombia,Actual,0.2156965732574463
Colombia,Optimista,0.009729912504553795
Colombia,Pesimista,0.0065132868476212025
Colombia,Actual,0.23722562193870544
Colombia,Optimista,0.010580891743302345
Colombia,Pesimista,0.007103785872459412
Colombia,Actual,0.24880649149417877
Colombia,Optimista,0.01095961406826973
Colombia,Pesimista,0.0073918867856264114
Colombia,Actual,0.24825704097747803
Colombia,Optimista,0.01076985988765955
Colombia,Pesimista,0.007309091277420521
Colombia,Actual,0.2714666426181793
Colombia,Optimista,0.011769121512770653
Colombia,Pesimista,0.008038668893277645
Colombia,Actual,0.30729788541793823
Colombia,Optimista,0.013427827507257462
Colombia,Pesimista,0.009231803007423878
Colombia,Actual,0.3312268853187561
Colombia,Optimista,0.014485165476799011
Colombia,Pesimista,0.010023309849202633
Colombia,Actual,0.3531702160835266
Colombia,Optimista,0.01544310711324215
Colombia,Pesimista,0.010755499824881554
Colombia,Actual,0.36230745911598206
Colombia,Optimista,0.015727778896689415
Colombia,Pesimista,0.011033924296498299
Colombia,Actual,0.3689301013946533
Colombia,Optimista,0.015894731506705284
Colombia,Pesimista,0.011242863722145557
Colombia,Actual,0.39029237627983093
Colombia,Optimista,0.01686631701886654
Colombia,Pesimista,0.012029979377985
Colombia,Actual,0.4199233651161194
Colombia,Optimista,0.018323350697755814
Colombia,Pesimista,0.013179745525121689
Colombia,Actual,0.443173348903656
Colombia,Optimista,0.01944650709629059
Colombia,Pesimista,0.014105423353612423
Colombia,Actual,0.5340766906738281
Colombia,Optimista,0.02498340792953968
Colombia,Pesimista,0.018285533413290977
Colombia,Actual,0.5429674983024597
Colombia,Optimista,0.0252166036516428
Colombia,Pesimista,0.018606556579470634
Colombia,Actual,0.5693227052688599
Colombia,Optimista,0.026598962023854256
Colombia,Pesimista,0.019790291786193848
Colombia,Actual,0.5692408680915833
Colombia,Optimista,0.026082320138812065
Colombia,Pesimista,0.01956852339208126
Colombia,Actual,0.5555561780929565
Colombia,Optimista,0.024627557024359703
Colombia,Pesimista,0.018635492771863937
Colombia,Actual,0.57649993896484375
Colombia,Optimista,0.025540193542838097
Colombia,Pesimista,0.019503876566886902
Colombia,Actual,0.5642598271369934
Colombia,Optimista,0.02418060228228569
Colombia,Pesimista,0.018636692315340042
Colombia,Actual,0.5364716053009033
Colombia,Optimista,0.021708426997065544
Colombia,Pesimista,0.016886984929442406
Colombia,Actual,0.42457419633865356
Colombia,Optimista,0.015033667907118797
Colombia,Pesimista,0.011796277016401291
Colombia,Actual,0.2952846884727478
Colombia,Optimista,0.009177524596452713
Colombia,Pesimista,0.007264170330017805
Colombia,Actual,0.23110632598400116
Colombia,Optimista,0.006638926453888416
Colombia,Pesimista,0.005302316974848509
Colombia,Actual,0.20002394914627075
Colombia,Optimista,0.0054321857169270515
Colombia,Pesimista,0.004377993755042553
Colombia,Actual,0.15567991137504578
Colombia,Optimista,0.003972749691456556
Colombia,Pesimista,0.0032305431086570024
Colombia,Actual,0.1476210206747055
Colombia,Optimista,0.0036027387250214815
Colombia,Pesimista,0.0029551410116255283
Colombia,Actual,0.13883723318576813
Colombia,Optimista,0.0032230757642537355
Colombia,Pesimista,0.002666760003194213
Colombia,Actual,0.12886899709701538
Colombia,Optimista,0.0028395724948495626
Colombia,Pesimista,0.002371038543060422
Colombia,Actual,0.12972547113895416
Colombia,Optimista,0.002724929479882121
Colombia,Pesimista,0.0022974200546741486
Colombia,Actual,0.1651620864868164
Colombia,Optimista,0.0033661886118352413
Colombia,Pesimista,0.0028673354536294937
Colombia,Actual,0.12455527484416962
Colombia,Optimista,0.0023563411086797714
Colombia,Pesimista,0.002028738847002387
Colombia,Actual,0.11914978176355362
Colombia,Optimista,0.0021445038728415966
Colombia,Pesimista,0.0018685625400394201
Colombia,Actual,0.11102793365716934
Colombia,Optimista,0.0019118775380775332
Colombia,Pesimista,0.0016869278624653816
Colombia,Actual,0.1127839908003807
Colombia,Optimista,0.0018699078354984522
Colombia,Pesimista,0.0016704597510397434
Colombia,Actual,0.10353682935237885
Colombia,Optimista,0.001644474221393466
Colombia,Pesimista,0.001487090950831771
Colombia,Actual,0.10540357977151871
Colombia,Optimista,0.0016149069415405393
Colombia,Pesimista,0.001478007878176868
Colombia,Actual,0.09913907200098038
Colombia,Optimista,0.0014600534923374653
Colombia,Pesimista,0.0013521809596568346
Colombia,Actual,0.09872184693813324
Colombia,Optimista,0.0014164483873173594
Colombia,Pesimista,0.0013282746076583862
Colombia,Actual,0.10354166477918625
Colombia,Optimista,0.0014654352562502027
Colombia,Pesimista,0.0013925983803346753
Colombia,Actual,0.09788303077220917
Colombia,Optimista,0.0013588146539404988
Colombia,Pesimista,0.001308578997850418
Colombia,Actual,0.10266079008579254
Colombia,Optimista,0.0014056902145966887
Colombia,Pesimista,0.0013719010166823864
Colombia,Actual,0.11988497525453568
Colombia,Optimista,0.0016301445430144668
Colombia,Pesimista,0.0016123619861900806
Colombia,Actual,0.10597700625658035
Colombia,Optimista,0.0014069309690967202
Colombia,Pesimista,0.0014103376306593418
Colombia,Actual,0.1139044389128685
Colombia,Optimista,0.0015025940956547856
Colombia,Pesimista,0.0015267212875187397
Colombia,Actual,0.12471736967563629
Colombia,Optimista,0.00164689845405519
Colombia,Pesimista,0.0016962310764938593
Colombia,Actual,0.1132815033197403
Colombia,Optimista,0.001479302765801549
Colombia,Pesimista,0.0015444074524566531
Colombia,Actual,0.12330743670463562
Colombia,Optimista,0.0016113052843138576
Colombia,Pesimista,0.0017051015747711062
Colombia,Actual,0.12257417291402817
Colombia,Optimista,0.0015934427501633763
Colombia,Pesimista,0.0017090796027332544
Colombia,Actual,0.1325761377811432
Colombia,Optimista,0.0017248460790142417
Colombia,Pesimista,0.0018750398885458708
Colombia,Actual,0.12915828824043274
Colombia,Optimista,0.001673262333497405
Colombia,Pesimista,0.001839088974520564
Colombia,Actual,0.15860234200954437
Colombia,Optimista,0.0020890478044748306
Colombia,Pesimista,0.00231620529666543
Colombia,Actual,0.15578533709049225
Colombia,Optimista,0.0020487934816628695
Colombia,Pesimista,0.0022920372430235147
Colombia,Actual,0.16091738641262054
Colombia,Optimista,0.002122717909514904
Colombia,Pesimista,0.002396651776507497
Colombia,Actual,0.19273439049720764
Colombia,Optimista,0.0025902213528752327
Colombia,Pesimista,0.002952081151306629
Colombia,Actual,0.20575858652591705
Colombia,Optimista,0.00278730527497828
Colombia,Pesimista,0.00320750311948359
Colombia,Actual,0.2696601450443268
Colombia,Optimista,0.0038007122930139303
Colombia,Pesimista,0.004394917283207178
Colombia,Actual,0.34163129329681396
Colombia,Optimista,0.005052303895354271
Colombia,Pesimista,0.005841608624905348
Colombia,Actual,0.05498722195625305
Colombia,Optimista,0.0026916381902992725
Colombia,Pesimista,0.0017435215413570404
Colombia,Actual,0.06051166355609894
Colombia,Optimista,0.0029624623712152243
Colombia,Pesimista,0.0019229594618082047
Colombia,Actual,0.07521060109138489
Colombia,Optimista,0.0036997629795223475
Colombia,Pesimista,0.0024067540653049946
Colombia,Actual,0.09767362475395203
Colombia,Optimista,0.004847732838243246
Colombia,Pesimista,0.003160579362884164
Colombia,Actual,0.11046096682548523
Colombia,Optimista,0.005487213376909494
Colombia,Pesimista,0.00358598493039608
Colombia,Actual,0.11349687725305557
Colombia,Optimista,0.005596649367362261
Colombia,Pesimista,0.0036666877567768097
Colombia,Actual,0.13267618417739868
Colombia,Optimista,0.006550393532961607
Colombia,Pesimista,0.004302970599383116
Colombia,Actual,0.13082800805568695
Colombia,Optimista,0.006395076867192984
Colombia,Pesimista,0.004211352672427893
Colombia,Actual,0.14914004504680634
Colombia,Optimista,0.007296811789274216
Colombia,Pesimista,0.0048179891891777515
Colombia,Actual,0.14689910411834717
Colombia,Optimista,0.007114115636795759
Colombia,Pesimista,0.004709043074399233
Colombia,Actual,0.1631011813879013
Colombia,Optimista,0.007840601727366447
Colombia,Pesimista,0.005203990265727043
Colombia,Actual,0.18513058125972748
Colombia,Optimista,0.008800017647445202
Colombia,Pesimista,0.005857393611222506
Colombia,Actual,0.20078366994857788
Colombia,Optimista,0.009404882788658142
Colombia,Pesimista,0.006277699023485184
Colombia,Actual,0.23526276648044586
Colombia,Optimista,0.010982014238834381
Colombia,Pesimista,0.007352677173912525
Colombia,Actual,0.2563953697681427
Colombia,Optimista,0.011838370002806187
Colombia,Pesimista,0.007949461229145527
Colombia,Actual,0.2657589912414551
Colombia,Optimista,0.012051830068230629
Colombia,Pesimista,0.008116212673485279
Colombia,Actual,0.30693545937538147
Colombia,Optimista,0.01401513908058405
Colombia,Pesimista,0.009484386071562767
Colombia,Actual,0.2831561267375946
Colombia,Optimista,0.012547677382826805
Colombia,Pesimista,0.008542114868760109
Colombia,Actual,0.3096325397491455
Colombia,Optimista,0.013751925900578499
Colombia,Pesimista,0.00942219141870737
Colombia,Actual,0.3515658676624298
Colombia,Optimista,0.015823455527424812
Colombia,Pesimista,0.01091296598315239
Colombia,Actual,0.38226255774497986
Colombia,Optimista,0.017321201041340828
Colombia,Pesimista,0.012023710645735264
Colombia,Actual,0.4090763032436371
Colombia,Optimista,0.01862384006381035
Colombia,Pesimista,0.01301194354891777
Colombia,Actual,0.39140546321868896
Colombia,Optimista,0.017346547916531563
Colombia,Pesimista,0.012203635647892952
Colombia,Actual,0.3908005356788635
Colombia,Optimista,0.017087802290916443
Colombia,Pesimista,0.0121171148493886
Colombia,Actual,0.39560458064079285
Colombia,Optimista,0.01713297888636589
Colombia,Pesimista,0.012246532365679741
Colombia,Actual,0.4506145715713501
Colombia,Optimista,0.020082416012883186
Colombia,Pesimista,0.014476191252470016
Colombia,Actual,0.5096452236175537
Colombia,Optimista,0.023537971079349518
Colombia,Pesimista,0.017111964523792267
Colombia,Actual,0.5198443531990051
Colombia,Optimista,0.023908300325274467
Colombia,Pesimista,0.0175222959369421
Colombia,Actual,0.58113861083984375
Colombia,Optimista,0.02790587581694126
Colombia,Pesimista,0.020611535757780075
Colombia,Actual,0.6066725850105286
Colombia,Optimista,0.029429204761981964
Colombia,Pesimista,0.021890461444854736
Colombia,Actual,0.620202898979187
Colombia,Optimista,0.029998470097780228
Colombia,Pesimista,0.022484079003334045
Colombia,Actual,0.6508345007896423
Colombia,Optimista,0.03195427358150482
Colombia,Pesimista,0.024155696853995323
Colombia,Actual,0.6312984824180603
Colombia,Optimista,0.029700802639126778
Colombia,Pesimista,0.022653717547655106
Colombia,Actual,0.6504127383232117
Colombia,Optimista,0.030544530600309372
Colombia,Pesimista,0.023540616035461426
Colombia,Actual,0.6061698794364929
Colombia,Optimista,0.026144159957766533
Colombia,Pesimista,0.02036803774535656
Colombia,Actual,0.5790706872940063
Colombia,Optimista,0.0232253260910511
Colombia,Pesimista,0.018283331766724586
Colombia,Actual,0.41648420691490173
Colombia,Optimista,0.013935781084001064
Colombia,Pesimista,0.01106890570372343
Colombia,Actual,0.2875560522079468
Colombia,Optimista,0.008468443527817726
Colombia,Pesimista,0.006784727331250906
Colombia,Actual,0.23774224519729614
Colombia,Optimista,0.00655546598136425
Colombia,Pesimista,0.0052961851470172405
Colombia,Actual,0.18787096440792084
Colombia,Optimista,0.004871486220508814
Colombia,Pesimista,0.003966478165239096
Colombia,Actual,0.19748421013355255
Colombia,Optimista,0.004981090314686298
Colombia,Pesimista,0.004085102584213018
Colombia,Actual,0.1793554276227951
Colombia,Optimista,0.004304499365389347
Colombia,Pesimista,0.0035564156714826822
Colombia,Actual,0.20364157855510712
Colombia,Optimista,0.004748419392853975
Colombia,Pesimista,0.003956140018999577
Colombia,Actual,0.3505368232727051
Colombia,Optimista,0.008566061966121197
Colombia,Pesimista,0.007206074893474579
Colombia,Actual,0.34383252263069153
Colombia,Optimista,0.007935370318591595
Colombia,Pesimista,0.006746032275259495
Colombia,Actual,0.17255714535713196
Colombia,Optimista,0.0033715146128088236
Colombia,Pesimista,0.0028999224305152893
Colombia,Actual,0.13438479602336884
Colombia,Optimista,0.0024333354085683823
Colombia,Pesimista,0.0021231072023510933
Colombia,Actual,0.12838783860206604
Colombia,Optimista,0.002221887931227684
Colombia,Pesimista,0.0019666473381221294
Colombia,Actual,0.13046813011169434
Colombia,Optimista,0.0021760740783065557
Colombia,Pesimista,0.0019515884341672063
Colombia,Actual,0.14403340220451355
Colombia,Optimista,0.002338017802685499
Colombia,Pesimista,0.0021223200019448996
Colombia,Actual,0.14753517508506775
Colombia,Optimista,0.0023246079217642546
Colombia,Pesimista,0.002133758971467614
Colombia,Actual,0.11775927990674973
Colombia,Optimista,0.0017726154765114188
Colombia,Pesimista,0.001643870840780437
Colombia,Actual,0.12015456706285477
Colombia,Optimista,0.0017717127921059728
Colombia,Pesimista,0.0016618602676317096
Colombia,Actual,0.12227489799261093
Colombia,Optimista,0.001775495707988739
Colombia,Pesimista,0.0016873516142368317
Colombia,Actual,0.11966279149055481
Colombia,Optimista,0.0017065952997654676
Colombia,Pesimista,0.0016432832926511765
Colombia,Actual,0.12746848165988922
Colombia,Optimista,0.0017957250820472836
Colombia,Pesimista,0.0017519851680845022
Colombia,Actual,0.12337201088666916
Colombia,Optimista,0.0017055341741070151
Colombia,Pesimista,0.001686050440184772
Colombia,Actual,0.13139678537845612
Colombia,Optimista,0.0017944464925676584
Colombia,Pesimista,0.001797514851205051
Colombia,Actual,0.1400042474269867
Colombia,Optimista,0.0018995982827618718
Colombia,Pesimista,0.001928360783495009
Colombia,Actual,0.13874323666095734
Colombia,Optimista,0.0018700495129451156
Colombia,Pesimista,0.0019239794928580523
Colombia,Actual,0.1389918327331543
Colombia,Optimista,0.0018626664532348514
Colombia,Pesimista,0.0019421834731474519
Colombia,Actual,0.14972475171089172
Colombia,Optimista,0.0020068755839020014
Colombia,Pesimista,0.0021206482779234648
Colombia,Actual,0.132530078291893
Colombia,Optimista,0.0017491901526227593
Colombia,Pesimista,0.0018731412710621953
Colombia,Actual,0.14688439667224884
Colombia,Optimista,0.0019430440152063966
Colombia,Pesimista,0.0021085396874696016
Colombia,Actual,0.1583389788866043
Colombia,Optimista,0.002101099817082286
Colombia,Pesimista,0.0023036536294966936
Colombia,Actual,0.1556108444929123
Colombia,Optimista,0.0020594829693436623
Colombia,Pesimista,0.002275764476507902
Colombia,Actual,0.17469850182533264
Colombia,Optimista,0.0023348801769316196
Colombia,Pesimista,0.0026021399535238743
Colombia,Actual,0.16544926166534424
Colombia,Optimista,0.002196812303736806
Colombia,Pesimista,0.002471235813573003
Colombia,Actual,0.1748419553041458
Colombia,Optimista,0.0023310724645853043
Colombia,Pesimista,0.002649264642968774
Colombia,Actual,0.21756243705749512
Colombia,Optimista,0.0029707616195082664
Colombia,Pesimista,0.003414530772715807
Colombia,Actual,0.28678855299949646
Colombia,Optimista,0.0040871575474739075
Colombia,Pesimista,0.004726039245724678
Colombia,Actual,0.059620942920446396
Colombia,Optimista,0.0029159155674278736
Colombia,Pesimista,0.00189208984375
Colombia,Actual,0.07621140033006668
Colombia,Optimista,0.003747819224372506
Colombia,Pesimista,0.002437332645058632
Colombia,Actual,0.09013968706130981
Colombia,Optimista,0.004451607819646597
Colombia,Pesimista,0.0029014197643846273
Colombia,Actual,0.1120360717177391
Colombia,Optimista,0.005580231547355652
Colombia,Pesimista,0.003645310178399086
Colombia,Actual,0.12222351133823395
Colombia,Optimista,0.0060852584429085255
Colombia,Pesimista,0.003984851762652397
Colombia,Actual,0.14129899442195892
Colombia,Optimista,0.0070459358394145966
Colombia,Pesimista,0.004626682493835688
Colombia,Actual,0.14997349679470062
Colombia,Optimista,0.0074489545077085495
Colombia,Pesimista,0.004904384724795818
Colombia,Actual,0.1634160429239273
Colombia,Optimista,0.008106116205453873
Colombia,Pesimista,0.005351566709578037
Colombia,Actual,0.16931964457035065
Colombia,Optimista,0.00835365243256092
Colombia,Pesimista,0.005529614631086588
Colombia,Actual,0.17441613972187042
Colombia,Optimista,0.008554917760193348
Colombia,Pesimista,0.005677837412804365
Colombia,Actual,0.19967512786388397
Colombia,Optimista,0.009777464903891087
Colombia,Pesimista,0.006507905200123787
Colombia,Actual,0.21912626922130585
Colombia,Optimista,0.010601873509585857
Colombia,Pesimista,0.007077009417116642
Colombia,Actual,0.23864224553108215
Colombia,Optimista,0.011411033570766449
Colombia,Pesimista,0.007639436516910791
Colombia,Actual,0.26584112644195557
Colombia,Optimista,0.012625124305486679
Colombia,Pesimista,0.008477884344756603
Colombia,Actual,0.27075961232185364
Colombia,Optimista,0.012599349021911621
Colombia,Pesimista,0.008484844118356705
Colombia,Actual,0.3089953660964966
Colombia,Optimista,0.014390915632247925
Colombia,Pesimista,0.009722452610731125
Colombia,Actual,0.3258829116821289
Colombia,Optimista,0.015058149583637714
Colombia,Pesimista,0.010220732539892197
Colombia,Actual,0.32498404383659363
Colombia,Optimista,0.014791237190365791
Colombia,Pesimista,0.010101256892085075
Colombia,Actual,0.3849197030067444
Colombia,Optimista,0.017995094880461693
Colombia,Pesimista,0.012371815741062164
Colombia,Actual,0.37823307514190674
Colombia,Optimista,0.017343726009130478
Colombia,Pesimista,0.011996897868812084
Colombia,Actual,0.3784072697162628
Colombia,Optimista,0.01710226573050022
Colombia,Pesimista,0.011903192847967148
Colombia,Actual,0.41498497128486633
Colombia,Optimista,0.018982939422130585
Colombia,Pesimista,0.013298584148287773
Colombia,Actual,0.41437962651252747
Colombia,Optimista,0.01867847330868244
Colombia,Pesimista,0.013176288455724716
Colombia,Actual,0.45006754994392395
Colombia,Optimista,0.020563021302223206
Colombia,Pesimista,0.014622332528233528
Colombia,Actual,0.4411901533603668
Colombia,Optimista,0.019741319119930267
Colombia,Pesimista,0.014145628549158573
Colombia,Actual,0.4990707039833069
Colombia,Optimista,0.023083297535777092
Colombia,Pesimista,0.01667754352092743
Colombia,Actual,0.5256256461143494
Colombia,Optimista,0.024534793570637703
Colombia,Pesimista,0.017868798226118088
Colombia,Actual,0.5899703502655029
Colombia,Optimista,0.0288544911891222
Colombia,Pesimista,0.021192610263824463
Colombia,Actual,0.6176974773406982
Colombia,Optimista,0.03069877065718174
Colombia,Pesimista,0.022697098553180695
Colombia,Actual,0.6288207769393921
Colombia,Optimista,0.03123803436756134
Colombia,Pesimista,0.023224903270602226
Colombia,Actual,0.6855242252349854
Colombia,Optimista,0.03584617003798485
Colombia,Pesimista,0.026839615777134895
Colombia,Actual,0.7073026895523071
Colombia,Optimista,0.03738211467862129
Colombia,Pesimista,0.0282104704529047
Colombia,Actual,0.7220481634140015
Colombia,Optimista,0.03812948986887932
Colombia,Pesimista,0.029044782742857933
Colombia,Actual,0.740312933921814
Colombia,Optimista,0.03910917043685913
Colombia,Pesimista,0.030136598274111748
Colombia,Actual,0.6559960842132568
Colombia,Optimista,0.029705511406064034
Colombia,Pesimista,0.023186368867754936
Colombia,Actual,0.6182706356048584
Colombia,Optimista,0.025495555251836777
Colombia,Pesimista,0.020140312612056732
Colombia,Actual,0.5007869601249695
Colombia,Optimista,0.01768716238439083
Colombia,Pesimista,0.014107003808021545
Colombia,Actual,0.4024733006954193
Colombia,Optimista,0.012678815983235836
Colombia,Pesimista,0.010197392664849758
Colombia,Actual,0.3386959135532379
Colombia,Optimista,0.009889256209135056
Colombia,Pesimista,0.008012515492737293
Colombia,Actual,0.2988409698009491
Colombia,Optimista,0.008276407606899738
Colombia,Pesimista,0.006749281194061041
Colombia,Actual,0.2871978282928467
Colombia,Optimista,0.0076898252591490746
Colombia,Pesimista,0.006306306459009647
Colombia,Actual,0.304833322763443
Colombia,Optimista,0.007993722334504128
Colombia,Pesimista,0.0065956381149590015
Colombia,Actual,0.35376256704330444
Colombia,Optimista,0.009233865886926651
Colombia,Pesimista,0.007674943655729294
Colombia,Actual,0.4484323263168335
Colombia,Optimista,0.012010219506919384
Colombia,Pesimista,0.010072443634271622
Colombia,Actual,0.398019015789032
Colombia,Optimista,0.009710551239550114
Colombia,Pesimista,0.00823040958493948
Colombia,Actual,0.2090671807527542
Colombia,Optimista,0.004206438083201647
Colombia,Pesimista,0.00361261167563498
Colombia,Actual,0.15836365520954132
Colombia,Optimista,0.0028961366042494774
Colombia,Pesimista,0.002532034646719694
Colombia,Actual,0.15267808735370636
Colombia,Optimista,0.002661926904693246
Colombia,Pesimista,0.002366286003962159
Colombia,Actual,0.13811932504177094
Colombia,Optimista,0.0023027220740914345
Colombia,Pesimista,0.002075313124805689
Colombia,Actual,0.14396220445632935
Colombia,Optimista,0.0023354566656053066
Colombia,Pesimista,0.0021293337922543287
Colombia,Actual,0.14839904010295868
Colombia,Optimista,0.002351644216105342
Colombia,Pesimista,0.002165365032851696
Colombia,Actual,0.1630384922027588
Colombia,Optimista,0.0025477674789726734
Colombia,Pesimista,0.0023660336155444384
Colombia,Actual,0.15593205392360687
Colombia,Optimista,0.0023826854303479195
Colombia,Pesimista,0.002235555788502097
Colombia,Actual,0.15937542915344238
Colombia,Optimista,0.002399466698989272
Colombia,Pesimista,0.0022805072367191315
Colombia,Actual,0.15682163834571838
Colombia,Optimista,0.002318287966772914
Colombia,Pesimista,0.002232000697404146
Colombia,Actual,0.15346311032772064
Colombia,Optimista,0.0022265019360929728
Colombia,Pesimista,0.002171568339690566
Colombia,Actual,0.1518172025680542
Colombia,Optimista,0.0021637522149831057
Colombia,Pesimista,0.002137931762263179
Colombia,Actual,0.16143932938575745
Colombia,Optimista,0.0022747290786355734
Colombia,Pesimista,0.0022770122159272432
Colombia,Actual,0.1587148904800415
Colombia,Optimista,0.0022063760552555323
Colombia,Pesimista,0.002237785840407014
Colombia,Actual,0.16018280386924744
Colombia,Optimista,0.0022132613230496645
Colombia,Pesimista,0.002274635713547468
Colombia,Actual,0.1573050171136856
Colombia,Optimista,0.0021550310775637627
Colombia,Pesimista,0.0022442115005105734
Colombia,Actual,0.16222195327281952
Colombia,Optimista,0.0022133926395326853
Colombia,Pesimista,0.0023355456069111824
Colombia,Actual,0.16100284457206726
Colombia,Optimista,0.0021802906412631273
Colombia,Pesimista,0.002331067807972431
Colombia,Actual,0.17166545987129211
Colombia,Optimista,0.0023231166414916515
Colombia,Pesimista,0.0025165744591504335
Colombia,Actual,0.17548245191574097
Colombia,Optimista,0.0023700662422925234
Colombia,Pesimista,0.0025920297484844923
Colombia,Actual,0.1737198382616043
Colombia,Optimista,0.0023396729957312346
Colombia,Pesimista,0.0025758822448551655
Colombia,Actual,0.1920003443956375
Colombia,Optimista,0.002608201466500759
Colombia,Pesimista,0.0028938530012965202
Colombia,Actual,0.20395910739898682
Colombia,Optimista,0.0027835906948894262
Colombia,Pesimista,0.0031168432906270027
Colombia,Actual,0.21920108795166016
Colombia,Optimista,0.0030104508623480797
Colombia,Pesimista,0.0034080364275723696
Colombia,Actual,0.2696368396282196
Colombia,Optimista,0.003808029927313328
Colombia,Pesimista,0.004368870984762907
Colombia,Actual,0.32202157378196716
Colombia,Optimista,0.004698376636952162
Colombia,Pesimista,0.005432540085166693
