"","mean"
"clorofila_media",0.261833211526825
"salinidad_rango",2.6054991939026
"temperatura_rango",3.85775868827472
"velocidad_corriente_media",0.135812876555305
"ph_rango",0.0703239981697903
"batimetria",-22.461043058463
"distancia_costa",33.1707014152502
"concavidad",1.87738504221713
