"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","longitud","latitud"
"21",4428519317,"7754160d-0ded-4960-8888-03e259d8ea94","UNAL:SEAFLOWER2022:CORAL-ALGAS-HERBIVOROS:0163","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","(Linnaeus, 1758)","CO","Islas Cayos de Bolívar","Archipiélago de San Andrés, Providencia y Santa Catalina","PRESENT",1,"eac88d99-9f6c-4031-8fc4-8088f0e0dfe7",12.449361,-81.493583,30,1e-05,0,0,7.25,0.75,"2022-09-24",24,9,2022,2278861,2278861,"HUMAN_OBSERVATION","Universidad Nacional de Colombia (UNAL)","","","","Laura Catalina Franco León","2022-12-01T00:00:00","CC_BY_NC_4_0","Universidad Nacional de Colombia (UNAL)","Laura Catalina Franco León","","","2025-01-31T22:09:38.280Z","","CONTINENT_COORDINATE_MISMATCH",-81.493583,12.449361
"22",4401978321,"2b5aab57-4660-40d8-b3a3-149ff3353044","2017:MCUB:R-E:MCUB-R-E-000088","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","(Linnaeus, 1758)","CO","El Faro","La Guajira","PRESENT",2,"e0455781-2311-4b5b-8cc0-421d73e04f1b",12.24139,-72.11889,NA,NA,0,0,NA,NA,"2007-09-01",1,9,2007,2278861,2278861,"PRESERVED_SPECIMEN","Universidad El Bosque (MCUB)","MCUB","MCUB-R-E-000088","","María del Pilar Urrego","2015-08-31T00:00:00","CC_BY_4_0","Universidad El Bosque","L. Sarmiento","","","2025-05-16T16:13:48.581Z","","INSTITUTION_MATCH_NONE",-72.11889,12.24139
"23",4400815534,"1eaa9e1b-cb70-4ee5-a29e-31e2b5021cc2","UDEA:CEMUA:ECHI:000152","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","Linnaeus, 1758","CO","El Inglés","Bolívar","PRESENT",2,"cccff716-2694-4209-9f9e-2f7a484465a0",9.3895,-76.1812,NA,NA,NA,NA,NA,NA,"2015-04-24",24,4,2015,2278861,2278861,"PRESERVED_SPECIMEN","Universidad de Antioquia (UDEA)","CEMUA","ECHI:000152","","Mario Hernán Londoño Mesa","2015-04-24T00:00:00","CC_BY_4_0","Universidad de Antioquia","Mario Hernán Londoño Mesa","","","2025-01-31T18:18:19.282Z","","INSTITUTION_MATCH_NONE",-76.1812,9.3895
"24",4400815419,"1eaa9e1b-cb70-4ee5-a29e-31e2b5021cc2","UDEA:CEMUA:ECHI:000107","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","Linnaeus, 1758","CO","El Claval","Bolívar","PRESENT",1,"cccff716-2694-4209-9f9e-2f7a484465a0",9.3804,-76.1916,NA,NA,NA,NA,NA,NA,"2011-09-26",26,9,2011,2278861,2278861,"PRESERVED_SPECIMEN","Universidad de Antioquia (UDEA)","CEMUA","ECHI:000107","","Daniela Yepes Gaurisas","2011-09-26T00:00:00","CC_BY_4_0","Universidad de Antioquia","Daniela Yepes Gaurisas","","","2025-01-31T18:18:18.793Z","","INSTITUTION_MATCH_NONE",-76.1916,9.3804
"25",4400815378,"1eaa9e1b-cb70-4ee5-a29e-31e2b5021cc2","UDEA:CEMUA:ECHI:000095","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","Linnaeus, 1758","CO","Mazatlán","Bolívar","PRESENT",1,"cccff716-2694-4209-9f9e-2f7a484465a0",9.3832,-75.8263,NA,NA,NA,NA,NA,NA,"2011-09-26",26,9,2011,2278861,2278861,"PRESERVED_SPECIMEN","Universidad de Antioquia (UDEA)","CEMUA","ECHI:000095","","Daniela Yepes Gaurisas","2011-09-26T00:00:00","CC_BY_4_0","Universidad de Antioquia","Daniela Yepes Gaurisas","","","2025-01-31T18:18:18.555Z","","INSTITUTION_MATCH_NONE",-75.8263,9.3832
"26",4400815374,"1eaa9e1b-cb70-4ee5-a29e-31e2b5021cc2","UDEA:CEMUA:ECHI:000091","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","Linnaeus, 1758","CO","Canales de Tio Kike","Bolívar","PRESENT",2,"cccff716-2694-4209-9f9e-2f7a484465a0",9.7963,-75.858,NA,NA,NA,NA,4,0,"2012-06-24",24,6,2012,2278861,2278861,"PRESERVED_SPECIMEN","Universidad de Antioquia (UDEA)","CEMUA","ECHI:000091","","Daniela Yepes Gaurisas","2012-06-24T00:00:00","CC_BY_4_0","Universidad de Antioquia","Mario Hernán Londoño Mesa;Daniela Yepes Gaurisas","","","2025-01-31T18:18:18.506Z","","INSTITUTION_MATCH_NONE",-75.858,9.7963
"27",4400815370,"1eaa9e1b-cb70-4ee5-a29e-31e2b5021cc2","UDEA:CEMUA:ECHI:000088","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","Linnaeus, 1758","CO","El Matal","Bolívar","PRESENT",4,"cccff716-2694-4209-9f9e-2f7a484465a0",9.3958,-75.8135,NA,NA,NA,NA,NA,NA,"2009-08-08",8,8,2009,2278861,2278861,"PRESERVED_SPECIMEN","Universidad de Antioquia (UDEA)","CEMUA","ECHI:000088","","Daniela Yepes Gaurisas","2009-08-08T00:00:00","CC_BY_4_0","Universidad de Antioquia","Daniela Yepes Gaurisas","","","2025-01-31T18:18:18.499Z","","INSTITUTION_MATCH_NONE",-75.8135,9.3958
"28",4400815368,"1eaa9e1b-cb70-4ee5-a29e-31e2b5021cc2","UDEA:CEMUA:ECHI:000089","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","Linnaeus, 1758","CO","","Bolívar","PRESENT",1,"cccff716-2694-4209-9f9e-2f7a484465a0",9.3802,-75.822,NA,NA,NA,NA,NA,NA,"2002-02-11",11,2,2002,2278861,2278861,"PRESERVED_SPECIMEN","Universidad de Antioquia (UDEA)","CEMUA","ECHI:000089","","Daniela Yepes Gaurisas","2002-02-11T00:00:00","CC_BY_4_0","Universidad de Antioquia","Daniela Yepes Gaurisas","","","2025-01-31T18:18:18.495Z","","INSTITUTION_MATCH_NONE",-75.822,9.3802
"29",4152847836,"d8cd16ba-bb74-4420-821e-083f2bac17c2","JAPZVO010000000","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","PA","Galeta","","PRESENT",NA,"ada9d123-ddb4-467d-8891-806ea8d94230",9.405,-79.87,NA,NA,NA,NA,NA,NA,"2017-03-24",24,3,2017,2278861,2278861,"MATERIAL_SAMPLE","","","","","Carlos Prada","","CC_BY_4_0","","Carlos Prada","","","2025-05-17T12:30:46.686Z","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",-79.87,9.405
"30",4080865335,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/154125629","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","PA","","Colón","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.562317,-79.680719,4,NA,NA,NA,NA,NA,"2023-03-30T13:10",30,3,2023,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","154125629","","Dean Walton","2023-04-09T16:59:25","CC_BY_4_0","Dean Walton","Dean Walton","","","2025-05-16T20:18:05.718Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-79.680719,9.562317
"31",4067655961,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/151302277","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CO","","Magdalena","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",11.213292,-74.233204,101,NA,NA,NA,NA,NA,"2023-03-15T15:21:52",15,3,2023,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","151302277","","Francisco Riquelme Tapia","2023-03-16T15:06:47","CC_BY_NC_4_0","Francisco Riquelme Tapia","Francisco Riquelme Tapia","","","2025-05-16T21:31:10.635Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-74.233204,11.213292
"32",4054966609,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/149974868","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CO","","Magdalena","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",11.270767,-74.201127,102,NA,NA,NA,NA,NA,"2023-02-26T13:19:31",26,2,2023,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","149974868","","Francisco Riquelme Tapia","2023-03-01T13:06:05","CC_BY_NC_4_0","Francisco Riquelme Tapia","Francisco Riquelme Tapia","","","2025-05-16T18:41:06.453Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-74.201127,11.270767
"33",3988602429,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/111792270","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","PA","","Bocas del Toro","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.302282,-82.205814,67,NA,NA,NA,NA,NA,"2022-04-13T14:50",13,4,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","111792270","","Hubert Szczygieł","2022-04-17T15:44:51","CC_BY_NC_4_0","Hubert Szczygieł","Hubert Szczygieł","","","2025-05-16T18:14:39.786Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-82.205814,9.302282
"34",3988580423,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/107353427","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","PA","","Bocas del Toro","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.315267,-82.215026,191,NA,NA,NA,NA,NA,"2022-02-09T14:22",9,2,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","107353427","","Hubert Szczygieł","2022-02-24T02:57:04","CC_BY_NC_4_0","Hubert Szczygieł","Hubert Szczygieł","","","2025-05-16T18:01:26.567Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-82.215026,9.315267
"35",3961214627,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/137379488","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CR","","Limón","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.63679,-82.636416,405,NA,NA,NA,NA,NA,"2022-10-02T07:20",2,10,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","137379488","","David Garrigues","2022-10-03T04:56:23","CC_BY_NC_4_0","David Garrigues","David Garrigues","","","2025-05-16T20:29:23.684Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-82.636416,9.63679
"36",3873290930,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/125728307","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CO","","San Andrés y Providencia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",12.553895,-81.689292,4,NA,NA,NA,NA,NA,"2022-07-05T13:08:31",5,7,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","125728307","","Litrato15","2022-07-11T03:01:33","CC_BY_NC_4_0","Litrato15","Litrato15","","","2025-05-16T19:05:10.263Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-81.689292,12.553895
"37",3743330410,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/90767526","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","NI","","Atlántico Sur","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",12.302931,-82.98303,209,NA,NA,NA,NA,NA,"2021-08-05T05:18",5,8,2021,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","90767526","","Edgar Castañeda","2021-08-11T12:47:14","CC_BY_NC_4_0","Edgar Castañeda","Edgar Castañeda","","","2025-05-16T20:05:24.057Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-82.98303,12.302931
"38",3698362983,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/107294544","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CR","","Limón","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.656833,-82.743103,35,NA,NA,NA,NA,NA,"2022-02-21T12:12:04",21,2,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","107294544","","Andrea Caballero","2022-02-23T03:49:31","CC_BY_4_0","Parsa Fard","Parsa Fard","","","2025-05-16T18:31:19.177Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-82.743103,9.656833
"39",3698348519,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/107003676","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","NI","","Atlántico Sur","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",12.302679,-82.983138,209,NA,NA,NA,NA,NA,"2022-01-15T12:57",15,1,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","107003676","","Edgar Castañeda","2022-02-18T23:58:43","CC_BY_NC_4_0","Edgar Castañeda","Edgar Castañeda","","","2025-05-16T18:34:12.226Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-82.983138,12.302679
"40",3698316242,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/107294430","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CR","","Limón","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.656875,-82.743112,35,NA,NA,NA,NA,NA,"2022-02-21T12:21:29",21,2,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","107294430","","Andrea Caballero","2022-02-23T03:49:51","CC_BY_4_0","Parsa Fard","Parsa Fard","","","2025-05-16T18:26:36.502Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-82.743112,9.656875
"41",3698272802,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/107145623","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CO","","Magdalena","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",11.270928,-74.201061,NA,NA,NA,NA,NA,NA,"2022-02-20T15:59:15",20,2,2022,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","107145623","","Jorge I. Merchán Mayorga","2022-02-20T23:34:02","CC_BY_NC_4_0","Jorge I. Merchán Mayorga","Jorge I. Merchán Mayorga","","","2025-05-16T21:15:42.914Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-74.201061,11.270928
"42",3328041317,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/27728684","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","PA","","Colón","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.402347,-79.860612,44,NA,NA,NA,NA,NA,"2019-06-26T11:30:42",26,6,2019,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","27728684","","blue_lotus","2020-01-20T08:26:49","CC_BY_NC_4_0","kellyhoulam","kellyhoulam","","","2025-05-16T19:45:01.525Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-79.860612,9.402347
"43",3327969525,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/83017627","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CO","","Bolívar","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",10.191354,-75.633631,796,NA,NA,NA,NA,NA,"2021-05-14T11:38",14,5,2021,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","83017627","","Carlos Rangel","2021-06-14T16:39:52","CC_BY_NC_4_0","Carlos Rangel","Carlos Rangel","","","2025-05-16T19:24:41.204Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-75.633631,10.191354
"44",3325489479,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/83092670","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CO","","Bolívar","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",10.190634,-75.634186,635,NA,NA,NA,NA,NA,"2021-06-14T22:43:24",14,6,2021,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","83092670","","","","CC_BY_NC_4_0","Carlos Rangel","Carlos Rangel","","","2025-05-16T19:24:33.008Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-75.634186,10.190634
"45",3112577227,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/77181501","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","PA","","Colón","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",9.617042,-79.537733,210,NA,NA,NA,NA,NA,"2021-05-01T22:54",1,5,2021,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","77181501","","evoecogen","2021-05-04T02:55:09","CC_BY_NC_4_0","evoecogen","evoecogen","","","2025-05-16T19:39:18.389Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-79.537733,9.617042
"46",3090607128,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/73399994","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","PA","","Kuna Yala","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",8.654945,-77.3633,125,NA,NA,NA,NA,NA,"2016-01-02T16:08",2,1,2016,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","73399994","","Andrea Caballero","2021-04-09T23:04:14","CC_BY_NC_4_0","Nicolas Botero Serna","Nicolas Botero Serna","","","2025-05-16T19:10:09.602Z","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-77.3633,8.654945
"47",3067989009,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/71996293","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","","CR","","","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",10.129437,-83.057603,85882,NA,NA,NA,NA,NA,"2010-03-24T08:28",24,3,2010,2278861,2278861,"HUMAN_OBSERVATION","iNaturalist","Observations","71996293","","Andrea Caballero","2021-03-25T03:58:00","CC_BY_4_0","Adrienne Pinsoneault","Adrienne Pinsoneault","","","2025-05-16T21:11:23.163Z","StillImage","COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED",-83.057603,10.129437
"48",2993588690,"f13e2caf-5093-4f9a-9de6-e38775b5a737","INVEMAR:SIMAC:InvVag:TIO-1:2008:M1:002097","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","(Linnaeus, 1758)","CO","Parque Nacional Natural Corales del Rosario y San Bernardo, Noroeste de Isla Tintipan Tiosolda Estación TIO 1","Bolívar","PRESENT",NA,"f072f648-b8a4-47a0-9e1c-89d790645b5a",9.821944,-75.890833,NA,NA,NA,NA,10.5,1.5,"2008-09-30",30,9,2008,2278861,2278861,"HUMAN_OBSERVATION","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","","","","","","CC_BY_4_0","","Catalina Casas;Johanna Carolina Vega Sequeda","","","2025-02-01T02:06:53.388Z","","COORDINATE_ROUNDED",-75.890833,9.821944
"49",2993588681,"f13e2caf-5093-4f9a-9de6-e38775b5a737","INVEMAR:SIMAC:InvVag:IGU-1:2005:S3:001463","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","(Linnaeus, 1758)","CO","Reserva de Biosfera Sea Flower, Iguana Estación IGU 1","Archipiélago de San Andrés, Providencia y Santa Catalina","PRESENT",NA,"f072f648-b8a4-47a0-9e1c-89d790645b5a",12.500417,-81.733333,NA,NA,NA,NA,10.5,7.5,"2005-09-13",13,9,2005,2278861,2278861,"HUMAN_OBSERVATION","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","","","","","","CC_BY_4_0","","Carlos Andrés Orozco;Julian Olaya","","","2025-02-01T02:06:53.385Z","","COORDINATE_ROUNDED;CONTINENT_COORDINATE_MISMATCH",-81.733333,12.500417
"50",2993588668,"f13e2caf-5093-4f9a-9de6-e38775b5a737","INVEMAR:SIMAC:InvVag:PAV-1:2013:M3:003053","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","(Linnaeus, 1758)","CO","Parque Nacional Natural Corales del Rosario y San Bernardo, Isla Pavitos Estación PAV 1","Bolívar","PRESENT",NA,"f072f648-b8a4-47a0-9e1c-89d790645b5a",10.174861,-75.770639,NA,NA,NA,NA,14,5,"2013-12-05",5,12,2013,2278861,2278861,"HUMAN_OBSERVATION","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","","","","","","CC_BY_4_0","","Laura Muñoz Escobar;Diana Carolina Ballesteros Contreras","","","2025-02-01T02:06:53.386Z","","COORDINATE_ROUNDED",-75.770639,10.174861
"51",2993588666,"f13e2caf-5093-4f9a-9de6-e38775b5a737","INVEMAR:SIMAC:InvVag:MAN-1:2012:S1:002919","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinometridae","Echinometra","Echinometra lucunter","","SPECIES","Echinometra lucunter (Linnaeus, 1758)","Echinometra lucunter","(Linnaeus, 1758)","CO","Parque Nacional Natural Corales del Rosario y San Bernardo, Frente a Isla Mangle Estación MAN 1","Bolívar","PRESENT",NA,"f072f648-b8a4-47a0-9e1c-89d790645b5a",9.777417,-75.785389,NA,NA,NA,NA,5,1,"2012-12-05",5,12,2012,2278861,2278861,"HUMAN_OBSERVATION","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","","","","","","CC_BY_4_0","","Raul Navas Camacho;Johanna Carolina Vega Sequeda","","","2025-02-01T02:06:53.384Z","","COORDINATE_ROUNDED",-75.785389,9.777417
