pais,escenario,idoneidad,idoneidad_tf
Colombia,Pesimista,0.010819878429174423,0.010821571961230876
Colombia,Actual,0.24700117111206055,0.24700204698908024
Colombia,Optimista,0.05993048474192619,0.059932008254019786
Colombia,Pesimista,0.010947057977318764,0.010948751069082099
Colombia,Actual,0.25180572271347046,0.25180658195722605
Colombia,Optimista,0.06117171794176102,0.06117323715672944
Colombia,Pesimista,0.011164557188749313,0.011166249527534613
Colombia,Actual,0.2558436691761017,0.2558445144405652
Colombia,Optimista,0.062217265367507935,0.062218780962811526
Colombia,Pesimista,0.011343003250658512,0.01134469497166702
Colombia,Actual,0.2675574719905853,0.2675582767020916
Colombia,Optimista,0.06538187712430954,0.06538338176378884
Colombia,Pesimista,0.011916020885109901,0.011917710622342516
Colombia,Actual,0.20017710328102112,0.20017814126205197
Colombia,Optimista,0.04729923978447914,0.04730080702569684
Colombia,Pesimista,0.008538024500012398,0.008539725931802727
Colombia,Actual,0.1324910968542099,0.13249236916287713
Colombia,Optimista,0.03033456951379776,0.030336195486373632
Colombia,Pesimista,0.005425912793725729,0.005427624999586191
Colombia,Actual,0.05176300182938576,0.05176455361714617
Colombia,Optimista,0.011444942094385624,0.011446633462483839
Colombia,Pesimista,0.0020268596708774567,0.0020285836441936503
Colombia,Actual,0.09797456860542297,0.09797596040963895
Colombia,Optimista,0.022277923300862312,0.022279577165390512
Colombia,Pesimista,0.004092026501893997,0.004093743325642831
Colombia,Actual,0.2847801744937897,0.28478091958063523
Colombia,Optimista,0.07061155140399933,0.0706130379384481
Colombia,Pesimista,0.013220956549048424,0.013222641768619176
Colombia,Actual,0.24360884726047516,0.24360973488165397
Colombia,Optimista,0.0592106468975544,0.059212172901712594
Colombia,Pesimista,0.011001292616128922,0.011002985520132992
Colombia,Actual,0.2401229739189148,0.24012387360811924
Colombia,Optimista,0.05829867720603943,0.058300206367418936
Colombia,Pesimista,0.010797153227031231,0.010798846837761892
Colombia,Actual,0.23665861785411835,0.23665952953685604
Colombia,Optimista,0.057395853102207184,0.05739738538914616
Colombia,Pesimista,0.01059552188962698,0.010597216198401406
